Full,8,256,0.0,0.0,0.250934
Full,8,256,0.0,0.0,0.248789
Full,8,256,0.0,0.0,0.251396
Full,8,256,0.0,0.0,0.249187
Full,8,256,0.0,0.0,0.257407
Basic,8,256,0.0228619,0.00470308,0.00553408
Basic,8,256,0.022859,0.00466073,0.00555878
Basic,8,256,0.0228536,0.00468864,0.0054807
Basic,8,256,0.0228653,0.0047599,0.00554381
Basic,8,256,0.0228587,0.00484168,0.00565313
List,8,256,0.0232867,0.00767954,0.000237375
List,8,256,0.0232863,0.00773673,0.000240512
List,8,256,0.0232813,0.00774841,0.000239909
List,8,256,0.0232895,0.00771792,0.000232665
List,8,256,0.0232861,0.0076903,0.000243397
TreeLowOffset,8,256,0.0298956,0.00299716,0.000100368
TreeLowOffset,8,256,0.030204,0.00300119,0.000100208
TreeLowOffset,8,256,0.0303167,0.00302331,0.000100508
TreeLowOffset,8,256,0.0300742,0.00305234,0.000105157
TreeLowOffset,8,256,0.0302272,0.00299647,9.8835e-05
TreeLowRoot,8,256,0.0465517,0.00398966,0.000100128
TreeLowRoot,8,256,0.0463721,0.00316809,9.9106e-05
TreeLowRoot,8,256,0.0462603,0.00322412,9.6882e-05
TreeLowRoot,8,256,0.0464571,0.00314955,9.8875e-05
TreeLowRoot,8,256,0.0465655,0.00406451,0.000103434
