Full,2,128,0.29942,0
Full,2,128,0.297918,0
Full,2,128,0.297702,0
Full,2,128,0.296916,0
Full,2,128,0.29661,0
Basic,2,128,0.0106316,0.802044
Basic,2,128,0.00866973,0.802587
Basic,2,128,0.00861006,0.800264
Basic,2,128,0.00866978,0.799585
Basic,2,128,0.00864959,0.802265
List,2,128,0.00224418,0.219803
List,2,128,0.00224253,0.21731
List,2,128,0.0022456,0.217419
List,2,128,0.00224147,0.217596
List,2,128,0.00223864,0.216976
TreeLowOffset,2,128,0.000457067,0.325367
TreeLowOffset,2,128,0.000199886,0.325438
TreeLowOffset,2,128,0.000625632,0.326143
TreeLowOffset,2,128,0.000527469,0.325583
TreeLowOffset,2,128,0.000452025,0.325388
TreeLowRoot,2,128,0.000971803,0.332195
TreeLowRoot,2,128,0.000458641,0.331699
TreeLowRoot,2,128,0.000748373,0.331936
TreeLowRoot,2,128,0.000685696,0.331781
TreeLowRoot,2,128,0.000746235,0.33222
