Full,3,2048,0.228047,0
Full,3,2048,0.29686,0
Full,3,2048,0.296285,0
Full,3,2048,0.296267,0
Full,3,2048,0.291503,0
Basic,3,2048,0.00341533,0.565579
Basic,3,2048,0.00501804,0.693383
Basic,3,2048,0.00518246,0.697101
Basic,3,2048,0.0050205,0.69559
Basic,3,2048,0.00501412,0.986834
List,3,2048,0.00016064,0.0206846
List,3,2048,0.000190628,0.0210039
List,3,2048,0.00019246,0.0207166
List,3,2048,0.00018653,0.0207277
List,3,2048,0.000180759,0.351236
TreeLowOffset,3,2048,0.000147987,0.0321309
TreeLowOffset,3,2048,0.000173005,0.0322649
TreeLowOffset,3,2048,0.000166301,0.0320652
TreeLowOffset,3,2048,0.000178896,0.0323319
TreeLowOffset,3,2048,0.000166121,0.301363
TreeLowRoot,3,2048,0.000148537,0.0321108
TreeLowRoot,3,2048,0.000172203,0.0321658
TreeLowRoot,3,2048,0.000163847,0.0321456
TreeLowRoot,3,2048,0.000175579,0.0321127
TreeLowRoot,3,2048,0.000168015,0.299254
