Full,9,128,0.388441,0
Full,9,128,0.384808,0
Full,9,128,0.383733,0
Full,9,128,0.385322,0
Full,9,128,0.384825,0
Basic,9,128,0.0398257,2.23314
Basic,9,128,0.036931,2.23565
Basic,9,128,0.0378322,2.22825
Basic,9,128,0.0368123,2.22924
Basic,9,128,0.0377077,2.24498
List,9,128,0.0124905,1.09506
List,9,128,0.0124791,1.089
List,9,128,0.0124897,1.08975
List,9,128,0.0124878,1.09179
List,9,128,0.0124822,1.09259
TreeLowOffset,9,128,0.00106219,1.22345
TreeLowOffset,9,128,0.000820683,1.22106
TreeLowOffset,9,128,0.000100849,1.21438
TreeLowOffset,9,128,0.00100054,1.21725
TreeLowOffset,9,128,0.00102567,1.22065
TreeLowRoot,9,128,0.000999556,1.26581
TreeLowRoot,9,128,0.00090879,1.26435
TreeLowRoot,9,128,0.000926798,1.26548
TreeLowRoot,9,128,0.00097015,1.26657
TreeLowRoot,9,128,0.00110209,1.26812
