Full,1,2048,0.0,0.0,0.323961
Full,1,2048,0.0,0.0,0.322105
Full,1,2048,0.0,0.0,0.320276
Full,1,2048,0.0,0.0,0.320981
Full,1,2048,0.0,0.0,0.321018
Basic,1,2048,0.0281792,0.00295254,0.051735
Basic,1,2048,0.0281964,0.00294056,0.0504987
Basic,1,2048,0.0281815,0.00291976,0.0509586
Basic,1,2048,0.0282561,0.00294019,0.051293
Basic,1,2048,0.0281808,0.00294068,0.0508778
List,1,2048,0.0283487,0.00290904,0.0462277
List,1,2048,0.028275,0.0029259,0.0461712
List,1,2048,0.0282689,0.00293775,0.0452642
List,1,2048,0.0282806,0.00314496,0.0456318
List,1,2048,0.0282707,0.00293089,0.0458693
TreeLowOffset,1,2048,0.0311892,0.00344951,0.0461288
TreeLowOffset,1,2048,0.0310598,0.00350323,0.0523823
TreeLowOffset,1,2048,0.0310162,0.00341732,0.0452598
TreeLowOffset,1,2048,0.0310351,0.00342386,0.0458322
TreeLowOffset,1,2048,0.0310124,0.0034294,0.0452689
TreeLowRoot,1,2048,0.0391967,0.00378852,0.0460109
TreeLowRoot,1,2048,0.0389479,0.00385952,0.0454129
TreeLowRoot,1,2048,0.0388882,0.00384134,0.0451996
TreeLowRoot,1,2048,0.0391672,0.00364422,0.0455329
TreeLowRoot,1,2048,0.0390065,0.00381631,0.0455277
