Full,1,2048,0.386797,0
Full,1,2048,0.385578,0
Full,1,2048,0.384545,0
Full,1,2048,0.385576,0
Full,1,2048,0.386619,0
Basic,1,2048,0.0562167,0.850609
Basic,1,2048,0.0542105,0.848647
Basic,1,2048,0.054093,0.84773
Basic,1,2048,0.0542607,0.851221
Basic,1,2048,0.0539452,0.85001
List,1,2048,0.0524085,0.0595518
List,1,2048,0.0502064,0.0590223
List,1,2048,0.0503185,0.0593402
List,1,2048,0.0505328,0.0612267
List,1,2048,0.0502635,0.0597086
TreeLowOffset,1,2048,0.0422822,0.467592
TreeLowOffset,1,2048,0.0432101,0.464942
TreeLowOffset,1,2048,0.0431457,0.464748
TreeLowOffset,1,2048,0.0423757,0.466004
TreeLowOffset,1,2048,0.0434809,0.466299
TreeLowRoot,1,2048,0.042938,0.466224
TreeLowRoot,1,2048,0.0432316,0.464781
TreeLowRoot,1,2048,0.043165,0.464443
TreeLowRoot,1,2048,0.0421938,0.464278
TreeLowRoot,1,2048,0.0431779,0.465025
