Full,3,128,0.386049,0
Full,3,128,0.384209,0
Full,3,128,0.384457,0
Full,3,128,0.383909,0
Full,3,128,0.385501,0
Basic,3,128,0.0626757,1.3061
Basic,3,128,0.060837,1.30617
Basic,3,128,0.0616558,1.29924
Basic,3,128,0.0467843,1.29785
Basic,3,128,0.0614458,1.30107
List,3,128,0.0709254,0.425206
List,3,128,0.0790996,0.426508
List,3,128,0.0779465,0.42604
List,3,128,0.0789266,0.425661
List,3,128,0.0789641,0.425853
TreeLowOffset,3,128,0.0169381,0.930036
TreeLowOffset,3,128,0.016426,0.933981
TreeLowOffset,3,128,0.0169126,0.929494
TreeLowOffset,3,128,0.016449,0.928293
TreeLowOffset,3,128,0.0164497,0.928041
TreeLowRoot,3,128,0.0348636,0.948322
TreeLowRoot,3,128,0.0331197,0.949165
TreeLowRoot,3,128,0.0321731,0.948177
TreeLowRoot,3,128,0.0336455,0.946767
TreeLowRoot,3,128,0.033615,0.947529
