Full,3,2048,4210163456,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Full,3,2048,4210163456,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Full,3,2048,4210163456,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Full,3,2048,4210163456,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Full,3,2048,4210163456,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Basic,3,2048,678273024,1324784,32,1324752,0,0,0,0,0,0,0,0,0,0,0
Basic,3,2048,678273024,1324784,32,1324752,0,0,0,0,0,0,0,0,0,0,0
Basic,3,2048,678273024,1324784,32,1324752,0,0,0,0,0,0,0,0,0,0,0
Basic,3,2048,678273024,1324784,32,1324752,0,0,0,0,0,0,0,0,0,0,0
Basic,3,2048,678273024,1324784,32,1324752,0,0,0,0,0,0,0,0,0,0,0
List,3,2048,608436224,1461216,32,1188352,32,205624,2032,13784,51360,0,0,0,0,0,0
List,3,2048,608436224,1461216,32,1188352,32,205624,2032,13784,51360,0,0,0,0,0,0
List,3,2048,608436224,1461216,32,1188352,32,205624,2032,13784,51360,0,0,0,0,0,0
List,3,2048,608436224,1461216,32,1188352,32,205624,2032,13784,51360,0,0,0,0,0,0
List,3,2048,608436224,1461216,32,1188352,32,205624,2032,13784,51360,0,0,0,0,0,0
TreeLowOffset,3,2048,608436224,123584,32,16952,32,51264,2032,11472,41800,0,0,0,0,0,0
TreeLowOffset,3,2048,608436224,123584,32,16952,32,51264,2032,11472,41800,0,0,0,0,0,0
TreeLowOffset,3,2048,608436224,123584,32,16952,32,51264,2032,11472,41800,0,0,0,0,0,0
TreeLowOffset,3,2048,608436224,123584,32,16952,32,51264,2032,11472,41800,0,0,0,0,0,0
TreeLowOffset,3,2048,608436224,123584,32,16952,32,51264,2032,11472,41800,0,0,0,0,0,0
TreeLowRoot,3,2048,608436224,125364,32,17660,32,51264,2032,11704,42640,0,0,0,0,0,0
TreeLowRoot,3,2048,608436224,125784,32,17784,32,51264,2032,11816,42824,0,0,0,0,0,0
TreeLowRoot,3,2048,608436224,126696,32,17600,32,51264,2032,11912,43824,0,0,0,0,0,0
TreeLowRoot,3,2048,608436224,126584,32,17704,32,51264,2032,11712,43808,0,0,0,0,0,0
TreeLowRoot,3,2048,608436224,127188,32,17828,32,51264,2032,11872,44128,0,0,0,0,0,0
