Full,2,128,0.0,0.0,0.390693
Full,2,128,0.0,0.0,0.382072
Full,2,128,0.0,0.0,0.38669
Full,2,128,0.0,0.0,0.37589
Full,2,128,0.0,0.0,0.3773
TreeLowOffset,2,128,0.0556924,0.00333552,2.3393e-05
TreeLowOffset,2,128,0.055463,0.00352937,1.9016e-05
TreeLowOffset,2,128,0.0547866,0.00319,2.3434e-05
TreeLowOffset,2,128,0.0553985,0.00359358,2.2432e-05
TreeLowOffset,2,128,0.054793,0.00410791,2.2792e-05
List,2,128,0.0376161,0.000693918,1.4858e-05
List,2,128,0.0376158,0.00069398,1.5098e-05
List,2,128,0.0376025,0.000695847,1.4538e-05
List,2,128,0.0376028,0.000688049,1.4728e-05
List,2,128,0.0376159,0.000694702,1.4387e-05
TreeLowRoot,2,128,0.0806607,0.00319643,1.7393e-05
TreeLowRoot,2,128,0.0797712,0.00392137,1.8244e-05
TreeLowRoot,2,128,0.0776682,0.00332284,1.7132e-05
TreeLowRoot,2,128,0.0785633,0.00325593,1.7543e-05
TreeLowRoot,2,128,0.0804348,0.00325939,1.7684e-05
