Full,8,128,0.452532,0
Full,8,128,0.451829,0
Full,8,128,0.449369,0
Full,8,128,0.451162,0
Full,8,128,0.450104,0
TreeLowOffset,8,128,0.000897702,0.96803
TreeLowOffset,8,128,0.00024527,0.977256
TreeLowOffset,8,128,0.000948636,0.973699
TreeLowOffset,8,128,0.00089453,0.972849
TreeLowOffset,8,128,0.000209673,0.973967
List,8,128,0.000203921,0.859719
List,8,128,0.000216274,0.820396
List,8,128,0.000203722,0.821088
List,8,128,0.000210746,0.821638
List,8,128,0.000204244,0.820505
TreeLowRoot,8,128,0.000885127,0.979301
TreeLowRoot,8,128,0.000887416,0.977906
TreeLowRoot,8,128,0.000893525,0.979427
TreeLowRoot,8,128,0.000896582,0.981348
TreeLowRoot,8,128,0.000912193,0.97991
