Approach,Rank,Chkpt ID,Chunk Size,Uncompressed Size,Compressed Size,Max Memory Usage,Compression Throughput,Compression Ratio,Compression Runtime
Basic,0,1,4096,3489621044,607263332,7516192768,17358942142.01876,5.746470863812999,0.201027287
Basic,0,1,4096,3489621044,607263332,7516192768,17317847557.57863,5.746470863812999,0.20150431700000002
Basic,0,1,4096,3489621044,607263332,7516192768,17055414450.254486,5.746470863812999,0.20460488100000002
List,0,1,32,3489621044,41796552,13790871552,98681911708.44376,83.49064401293198,0.035362317000000004
List,0,1,32,3489621044,41796552,13790871552,96750712352.49008,83.49064401293198,0.036068169000000004
List,0,1,32,3489621044,41796552,13790871552,93499917837.06757,83.49064401293198,0.037322183
List,0,1,64,3489621044,60500776,8929673216,97945534740.91394,57.67894686177248,0.035628178999999996
List,0,1,64,3489621044,60500776,8929673216,100696359024.447,57.67894686177248,0.034654887999999995
List,0,1,64,3489621044,60500776,8929673216,94236576506.49542,57.67894686177248,0.037030431
List,0,1,128,3489621044,89409716,6515851264,81477102693.00795,39.02955070341572,0.042829468999999995
List,0,1,128,3489621044,89409716,6515851264,74909777453.01424,39.02955070341572,0.04658432
List,0,1,128,3489621044,89409716,6515851264,82202174010.13594,39.02955070341572,0.042451688
List,0,1,256,3489621044,132380716,5345640448,62893400960.1531,26.36049380485297,0.055484693
List,0,1,256,3489621044,132380716,5345640448,67542351456.44963,26.36049380485297,0.051665672999999995
List,0,1,256,3489621044,132380716,5345640448,67919246107.14283,26.36049380485297,0.051378971999999995
List,0,1,512,3489621044,195659992,4791992320,40525382165.659836,17.835128215685504,0.086109516
List,0,1,512,3489621044,195659992,4791992320,49922072252.493614,17.835128215685504,0.06990136599999999
List,0,1,512,3489621044,195659992,4791992320,49433457182.54905,17.835128215685504,0.070592292
List,0,1,1024,3489621044,286546600,4611637248,35781335482.71608,12.178197347307558,0.097526294
List,0,1,1024,3489621044,286546600,4611637248,35819634896.48993,12.178197347307558,0.097422016
List,0,1,1024,3489621044,286546600,4611637248,35998515585.98099,12.178197347307558,0.096937915
List,0,1,2048,3489621044,410160364,4580179968,25174691248.29818,8.50794311270896,0.13861624
List,0,1,2048,3489621044,410160364,4580179968,25599704971.341614,8.50794311270896,0.136314893
List,0,1,2048,3489621044,410160364,4580179968,25595692726.23664,8.50794311270896,0.136336261
List,0,1,4096,3489621044,565590420,4643094528,18526878972.75149,6.169872969206232,0.188354501
List,0,1,4096,3489621044,565590420,4634705920,19023642118.86595,6.169872969206232,0.183436012
List,0,1,4096,3489621044,565590420,4634705920,19006322096.623024,6.169872969206232,0.183603173
TreeLowOffset,0,1,32,3489621044,35563592,19421724672,77792998217.61122,98.1234135179596,0.044857778
TreeLowOffset,0,1,32,3489621044,35563592,19421724672,71777642612.72417,98.1234135179596,0.048617103
TreeLowOffset,0,1,32,3489621044,35563592,19421724672,70702560804.72708,98.1234135179596,0.04935636
TreeLowOffset,0,1,64,3489621044,57427400,11750342656,83956266112.81271,60.7657850433765,0.041564748
TreeLowOffset,0,1,64,3489621044,57427400,11750342656,81518989469.63965,60.7657850433765,0.042807462000000004
TreeLowOffset,0,1,64,3489621044,57427400,11750342656,56388304105.965164,60.7657850433765,0.061885547
TreeLowOffset,0,1,128,3489621044,87672812,7929331712,77912794638.91045,39.80277311055108,0.044788806
TreeLowOffset,0,1,128,3489621044,87672812,7929331712,74845804523.95291,39.80277311055108,0.046624136999999996
TreeLowOffset,0,1,128,3489621044,87672812,7929331712,75420045993.93398,39.80277311055108,0.046269145
TreeLowOffset,0,1,256,3489621044,131291276,6048186368,55211845844.00068,26.579230169108875,0.063204209
TreeLowOffset,0,1,256,3489621044,131291276,6048186368,62397522066.58002,26.579230169108875,0.055925635
TreeLowOffset,0,1,256,3489621044,131291276,6048186368,63778590857.30567,26.579230169108875,0.054714615
