Scenario,Approach,Rank,Chkpt ID,Number of Chkpts,Chunk Size,Uncompressed Size,Compressed Size,Max Memory Usage,Compression Throughput,Compression Ratio,Compression Runtime
AsiaOSM,deflate,0,10,20,64,3489621044,183960780,31021072384,52420000000.0,18.969375124415105,0.0666530894190072
AsiaOSM,deflate,0,10,20,64,3489621044,183960780,31021072384,52610000000.0,18.969375124415105,0.0664083842188119
AsiaOSM,deflate,0,10,20,64,3489621044,183960780,31021072384,52370000000.0,18.969375124415105,0.06671529950201499
AsiaOSM,gdeflate,0,10,20,64,3489621044,216573460,30106714112,57220000000.0,16.11287479084464,0.061065918728709104
AsiaOSM,gdeflate,0,10,20,64,3489621044,216573460,30106714112,57170000000.0,16.11287479084464,0.061119103237986507
AsiaOSM,gdeflate,0,10,20,64,3489621044,216573460,30106714112,57300000000.0,16.11287479084464,0.060983841702341904
AsiaOSM,lz4,0,10,20,64,3489621044,268230635,9179234304,61550000000.0,13.009778111288444,0.0567762230485677
AsiaOSM,lz4,0,10,20,64,3489621044,268230635,9179234304,61330000000.0,13.009778111288444,0.056981663569808
AsiaOSM,lz4,0,10,20,64,3489621044,268230635,9179234304,61130000000.0,13.009778111288444,0.057168446406722
AsiaOSM,snappy,0,10,20,64,3489621044,216399581,8004829184,51600000000.0,16.12582162994114,0.06771542778611171
AsiaOSM,snappy,0,10,20,64,3489621044,216399621,8004829184,51620000000.0,16.12581864919255,0.0676869091093539
AsiaOSM,snappy,0,10,20,64,3489621044,216399582,8004829184,51610000000.0,16.125821555422412,0.0676984676420688
AsiaOSM,zstd,0,10,20,64,3489621044,31849972,13346275328,67660000000.0,109.56433632029567,0.0516567663922905
AsiaOSM,zstd,0,10,20,64,3489621044,31849972,13346275328,67599999999.99999,109.56433632029567,0.0517027830854057
AsiaOSM,zstd,0,10,20,64,3489621044,31849972,13346275328,67530000000.0,109.56433632029567,0.051749982334673296
AsiaOSM,bitcomp,0,11,20,64,3489621044,65009060,7428112384,559710000000.0,53.67899557384771,0.006313439808785799
AsiaOSM,bitcomp,0,11,20,64,3489621044,65009060,7423918080,559130000000.0,53.67899557384771,0.006319871865212799
AsiaOSM,bitcomp,0,11,20,64,3489621044,65009060,3932160000,559030000000.0,53.67899557384771,0.006321055851876699
AsiaOSM,cascaded,0,11,20,64,3489621044,89381600,3930062848,246130000000.0,39.04182789298916,0.014256448447704299
AsiaOSM,cascaded,0,11,20,64,3489621044,89381600,3930062848,246370000000.0,39.04182789298916,0.0142430083155631
AsiaOSM,cascaded,0,11,20,64,3489621044,89381600,3930062848,246280000000.0,39.04182789298916,0.014248096168041199
AsiaOSM,deflate,0,11,20,64,3489621044,193722960,31021072384,51010000000.0,18.013461305773976,0.0684841301143168
AsiaOSM,deflate,0,11,20,64,3489621044,193722960,31021072384,50830000000.0,18.013461305773976,0.0687271034419536
AsiaOSM,deflate,0,11,20,64,3489621044,193722960,31021072384,50890000000.0,18.013461305773976,0.0686554863154887
AsiaOSM,gdeflate,0,11,20,64,3489621044,226079060,30106714112,55490000000.0,15.435401421078096,0.0629707206413149
AsiaOSM,gdeflate,0,11,20,64,3489621044,226079060,30106714112,55310000000.0,15.435401421078096,0.06316742550581679
AsiaOSM,gdeflate,0,11,20,64,3489621044,226079060,30106714112,55180000000.0,15.435401421078096,0.0633226226493715
AsiaOSM,lz4,0,11,20,64,3489621044,283330522,9179234304,59110000000.0,12.316431775041872,0.059119680106639795
AsiaOSM,lz4,0,11,20,64,3489621044,283330522,9179234304,59410000000.0,12.316431775041872,0.058826974570751096
AsiaOSM,lz4,0,11,20,64,3489621044,283330522,9179234304,59480000000.0,12.316431775041872,0.058755582511424896
AsiaOSM,snappy,0,11,20,64,3489621044,221523283,8004829184,50520000000.0,15.75284095080877,0.0691585912257432
AsiaOSM,snappy,0,11,20,64,3489621044,221523319,8004829184,50530000000.0,15.752838390797134,0.0691466207057236
AsiaOSM,snappy,0,11,20,64,3489621044,221523303,8004829184,50520000000.0,15.75283952857998,0.0691569890528916
AsiaOSM,zstd,0,11,20,64,3489621044,34693475,13346275328,66060000000.0,100.58436187208113,0.0529024309962987
AsiaOSM,zstd,0,11,20,64,3489621044,34693475,13346275328,66010000000.00001,100.58436187208113,0.0529409937709569
AsiaOSM,zstd,0,11,20,64,3489621044,34693475,13346275328,65989999999.99999,100.58436187208113,0.0529586863368749
AsiaOSM,bitcomp,0,12,20,64,3489621044,70646208,7428112384,558370000000.0,49.39573039787217,0.0063285758793353
AsiaOSM,bitcomp,0,12,20,64,3489621044,70646208,7428112384,557790000000.0,49.39573039787217,0.0063351362049578995
AsiaOSM,bitcomp,0,12,20,64,3489621044,70646208,3932160000,557790000000.0,49.39573039787217,0.0063350718319414995
AsiaOSM,cascaded,0,12,20,64,3489621044,94354008,3930062848,244420000000.0,36.984343516175805,0.0143561922758817
AsiaOSM,cascaded,0,12,20,64,3489621044,94354008,3930062848,244320000000.0,36.984343516175805,0.0143617598265409
AsiaOSM,cascaded,0,12,20,64,3489621044,94354008,7421820928,244370000000.0,36.984343516175805,0.0143590075224637
AsiaOSM,deflate,0,12,20,64,3489621044,204132273,31021072384,49390000000.0,17.094901226128023,0.070732157640159
AsiaOSM,deflate,0,12,20,64,3489621044,204132273,31021072384,49370000000.0,17.094901226128023,0.0707586545273661
AsiaOSM,deflate,0,12,20,64,3489621044,204132273,31021072384,49500000000.0,17.094901226128023,0.0705797147080301
AsiaOSM,gdeflate,0,12,20,64,3489621044,236210212,30106714112,53530000000.0,14.773370780430103,0.0652701427340506
AsiaOSM,gdeflate,0,12,20,64,3489621044,236210212,30106714112,53490000000.0,14.773370780430103,0.0653223964571951
AsiaOSM,gdeflate,0,12,20,64,3489621044,236210212,30106714112,53830000000.0,14.773370780430103,0.0649094097018241
AsiaOSM,lz4,0,12,20,64,3489621044,298855060,9179234304,57340000000.0,11.67663362969327,0.060931871116161294
AsiaOSM,lz4,0,12,20,64,3489621044,298855060,9179234304,57600000000.0,11.67663362969327,0.0606629120707511
AsiaOSM,lz4,0,12,20,64,3489621044,298855060,9179234304,57540000000.0,11.67663362969327,0.060722528159618296
AsiaOSM,snappy,0,12,20,64,3489621044,227193389,8004829184,49370000000.0,15.359694484772177,0.0707667488455772
AsiaOSM,snappy,0,12,20,64,3489621044,227193515,8004829184,49380000000.0,15.359685966388609,0.07075683063268659
AsiaOSM,snappy,0,12,20,64,3489621044,227193464,8004829184,49350000000.0,15.35968941430463,0.07079779285192489
AsiaOSM,zstd,0,12,20,64,3489621044,37806980,13346275328,64310000000.0,92.30097310073431,0.0543373751714825
AsiaOSM,zstd,0,12,20,64,3489621044,37806980,13346275328,64129999999.99999,92.30097310073431,0.054488704212009804
AsiaOSM,zstd,0,12,20,64,3489621044,37806980,13346275328,64370000000.00001,92.30097310073431,0.054287360675632904
AsiaOSM,bitcomp,0,13,20,64,3489621044,75793000,3932160000,556380000000.0,46.0414687899938,0.0063492158353328
AsiaOSM,bitcomp,0,13,20,64,3489621044,75793000,3932160000,557260000000.0,46.0414687899938,0.0063392961919307
AsiaOSM,bitcomp,0,13,20,64,3489621044,75793000,7428112384,556520000000.0,46.0414687899938,0.0063476160466670005
AsiaOSM,cascaded,0,13,20,64,3489621044,98924520,3930062848,242780000000.0,35.27559238093852,0.0144622081220149
AsiaOSM,cascaded,0,13,20,64,3489621044,98924520,3930062848,242710000000.0,35.27559238093852,0.0144660476148128
AsiaOSM,cascaded,0,13,20,64,3489621044,98924520,7419723776,242720000000.0,35.27559238093852,0.014465376228094
AsiaOSM,deflate,0,13,20,64,3489621044,213259317,31021072384,47780000000.0,16.36327590789386,0.07311929798871271
AsiaOSM,deflate,0,13,20,64,3489621044,213259317,31021072384,48120000000.0,16.36327590789386,0.072603619582951
AsiaOSM,deflate,0,13,20,64,3489621044,213259317,31021072384,48220000000.0,16.36327590789386,0.0724530534818768
AsiaOSM,gdeflate,0,13,20,64,3489621044,245105564,30106714112,52350000000.0,14.237216761019754,0.0667459533885121
AsiaOSM,gdeflate,0,13,20,64,3489621044,245105564,30106714112,52310000000.0,14.237216761019754,0.066793789692223
AsiaOSM,gdeflate,0,13,20,64,3489621044,245105564,30106714112,51990000000.0,14.237216761019754,0.0672007644847035
AsiaOSM,lz4,0,13,20,64,3489621044,311811556,9179234304,56010000000.0,11.191442321015197,0.0623839363604783
AsiaOSM,lz4,0,13,20,64,3489621044,311811556,9179234304,56420000000.0,11.191442321015197,0.0619329285174607
AsiaOSM,lz4,0,13,20,64,3489621044,311811556,9179234304,56480000000.0,11.191442321015197,0.0618710732012986
AsiaOSM,snappy,0,13,20,64,3489621044,232343311,8004829184,48350000000.0,15.019244707242724,0.0722531815841793
AsiaOSM,snappy,0,13,20,64,3489621044,232343350,8004829184,48340000000.0,15.01924218618695,0.07226560223847621
AsiaOSM,snappy,0,13,20,64,3489621044,232343221,8004829184,48340000000.0,15.019250525066965,0.07227120221406211
AsiaOSM,zstd,0,13,20,64,3489621044,40643917,13346275328,62820000000.0,85.85838426940985,0.0556261430531739
AsiaOSM,zstd,0,13,20,64,3489621044,40643917,13346275328,62770000000.0,85.85838426940985,0.0556730562001465
AsiaOSM,zstd,0,13,20,64,3489621044,40643917,13346275328,62750000000.0,85.85838426940985,0.055688128069043004
AsiaOSM,bitcomp,0,14,20,64,3489621044,81156796,7428112384,555960000000.0,42.99850679171711,0.0063550082072615
AsiaOSM,bitcomp,0,14,20,64,3489621044,81156796,7426015232,555550000000.0,42.99850679171711,0.0063596158847212
AsiaOSM,bitcomp,0,14,20,64,3489621044,81156796,7428112384,556040000000.0,42.99850679171711,0.0063541122302412005
AsiaOSM,cascaded,0,14,20,64,3489621044,103670004,3930062848,241260000000.0,33.66085568975188,0.0145425922796129
AsiaOSM,cascaded,0,14,20,64,3489621044,103670004,7421820928,241010000000.0,33.66085568975188,0.0145576641485094
AsiaOSM,cascaded,0,14,20,64,3489621044,103670004,7421820928,241040000000.0,33.66085568975188,0.0145560638830064
AsiaOSM,deflate,0,14,20,64,3489621044,222340508,31021072384,46810000000.0,15.694940500900538,0.07463840133696789
AsiaOSM,deflate,0,14,20,64,3489621044,222340508,31021072384,46970000000.0,15.694940500900538,0.07437360031157729
AsiaOSM,deflate,0,14,20,64,3489621044,222340508,31021072384,46860000000.0,15.694940500900538,0.0745475505068898
AsiaOSM,gdeflate,0,14,20,64,3489621044,253968484,30106714112,50640000000.0,13.740370415409496,0.0689843876361846
AsiaOSM,gdeflate,0,14,20,64,3489621044,253968484,30106714112,50820000000.0,13.740370415409496,0.0687466251850128
AsiaOSM,gdeflate,0,14,20,64,3489621044,253968484,30106714112,50800000000.0,13.740370415409496,0.06876793408393851
AsiaOSM,lz4,0,14,20,64,3489621044,325047614,9179234304,54600000000.0,10.735722687076853,0.06399113783240311
AsiaOSM,lz4,0,14,20,64,3489621044,325047614,9179234304,54610000000.0,10.735722687076853,0.0639885133206844
AsiaOSM,lz4,0,14,20,64,3489621044,325047614,9179234304,54730000000.0,10.735722687076853,0.0638402551114559
AsiaOSM,snappy,0,14,20,64,3489621044,237733255,8004829184,47320000000.0,14.67872487591187,0.073818399131298
AsiaOSM,snappy,0,14,20,64,3489621044,237733236,8004829184,47320000000.0,14.678726049057778,0.0738278748393058
AsiaOSM,snappy,0,14,20,64,3489621044,237733261,8004829184,47310000000.0,14.67872450544478,0.0738459183573722
AsiaOSM,zstd,0,14,20,64,3489621044,43583037,13346275328,61260000000.0,80.06833126383552,0.0570423031598329
AsiaOSM,zstd,0,14,20,64,3489621044,43583037,13346275328,61280000000.0,80.06833126383552,0.0570221119672059
AsiaOSM,zstd,0,14,20,64,3489621044,43583037,13346275328,61380000000.0,80.06833126383552,0.0569337597638368
AsiaOSM,bitcomp,0,15,20,64,3489621044,87045468,3932160000,553980000000.0,40.08963503993108,0.0063808640092611
AsiaOSM,bitcomp,0,15,20,64,3489621044,87045468,7423918080,554150000000.0,40.08963503993108,0.0063788798898458
AsiaOSM,bitcomp,0,15,20,64,3489621044,87045468,3932160000,554840000000.0,40.08963503993108,0.0063711041063069995
AsiaOSM,cascaded,0,15,20,64,3489621044,108886456,3930062848,239050000000.0,32.048256249611065,0.0146758080944418
AsiaOSM,cascaded,0,15,20,64,3489621044,108886456,7421820928,239190000000.0,32.048256249611065,0.0146675836071372
AsiaOSM,cascaded,0,15,20,64,3489621044,108886456,3930062848,239320000000.0,32.048256249611065,0.0146594563946127
AsiaOSM,deflate,0,15,20,64,3489621044,232876293,31021072384,45660000000.0,14.984870289050848,0.0765112033560872
AsiaOSM,deflate,0,15,20,64,3489621044,232876293,31021072384,45550000000.0,14.984870289050848,0.0766970248892903
AsiaOSM,deflate,0,15,20,64,3489621044,232876293,31021072384,45770000000.0,14.984870289050848,0.0763244510367512
AsiaOSM,gdeflate,0,15,20,64,3489621044,264252692,30106714112,49280000000.0,13.205621549543192,0.0708930862620472
AsiaOSM,gdeflate,0,15,20,64,3489621044,264252692,30106714112,49230000000.0,13.205621549543192,0.0709681289866566
AsiaOSM,gdeflate,0,15,20,64,3489621044,264252692,30106714112,49380000000.0,13.205621549543192,0.07074687654525029
AsiaOSM,lz4,0,15,20,64,3489621044,340434887,9179234304,53100000000.0,10.250480127790194,0.065794144630432
AsiaOSM,lz4,0,15,20,64,3489621044,340434887,9179234304,53210000000.0,10.250480127790194,0.06566243076324449
AsiaOSM,lz4,0,15,20,64,3489621044,340434887,9179234304,53350000000.0,10.250480127790194,0.06549327945709209
AsiaOSM,snappy,0,15,20,64,3489621044,243685498,8004829184,46260000000.0,14.320183485026261,0.0755249919891356
AsiaOSM,snappy,0,15,20,64,3489621044,243685512,8004829184,46260000000.0,14.32018266231601,0.0755248622894286
AsiaOSM,snappy,0,15,20,64,3489621044,243685518,8004829184,46250000000.0,14.320182309725931,0.07553139305114731
AsiaOSM,zstd,0,15,20,64,3489621044,46814056,13346275328,59720000000.0,74.54216408849513,0.0585102091431617
AsiaOSM,zstd,0,15,20,64,3489621044,46814056,13346275328,59880000000.0,74.54216408849513,0.058356190741062096
AsiaOSM,zstd,0,15,20,64,3489621044,46814056,13346275328,59640000000.0,74.54216408849513,0.0585919352173805
AsiaOSM,bitcomp,0,16,20,64,3489621044,93149776,7428112384,553200000000.0,37.462473812068,0.006386271983385
AsiaOSM,bitcomp,0,16,20,64,3489621044,93149776,3932160000,552890000000.0,37.462473812068,0.0063897600471972
AsiaOSM,bitcomp,0,16,20,64,3489621044,93149776,3932160000,552800000000.0,37.462473812068,0.0063908801376818996
AsiaOSM,cascaded,0,16,20,64,3489621044,114276628,7421820928,237470000000.0,30.53661194833295,0.0147805117368697
AsiaOSM,cascaded,0,16,20,64,3489621044,114276628,7421820928,237220000000.0,30.53661194833295,0.0147960318326949
AsiaOSM,cascaded,0,16,20,64,3489621044,114276628,7421820928,237330000000.0,30.53661194833295,0.014789536356925901
AsiaOSM,deflate,0,16,20,64,3489621044,244509011,31021072384,44310000000.0,14.271952717521728,0.07885583885014051
AsiaOSM,deflate,0,16,20,64,3489621044,244509011,31021072384,44200000000.0,14.271952717521728,0.07904307182133191
AsiaOSM,deflate,0,16,20,64,3489621044,244509011,31021072384,44410000000.0,14.271952717521728,0.0786680641919374
AsiaOSM,gdeflate,0,16,20,64,3489621044,275638864,30106714112,47790000000.0,12.660119815324736,0.0731054410263895
AsiaOSM,gdeflate,0,16,20,64,3489621044,275638864,30106714112,47690000000.0,12.660119815324736,0.0732601270005106
AsiaOSM,gdeflate,0,16,20,64,3489621044,275638864,30106714112,47510000000.0,12.660119815324736,0.073536959581077
AsiaOSM,lz4,0,16,20,64,3489621044,356991112,9179234304,51700000000.0,9.775092226945976,0.0675751708075403
AsiaOSM,lz4,0,16,20,64,3489621044,356991112,9179234304,51670000000.0,9.775092226945976,0.06761670523136849
AsiaOSM,lz4,0,16,20,64,3489621044,356991112,9179234304,51750000000.0,9.775092226945976,0.0675103056952357
AsiaOSM,snappy,0,16,20,64,3489621044,249840635,8004829184,45180000000.0,13.967387827044227,0.0773224297985434
AsiaOSM,snappy,0,16,20,64,3489621044,249840573,8004829184,45180000000.0,13.967391293166783,0.07731404509395359
AsiaOSM,snappy,0,16,20,64,3489621044,249840591,8004829184,45190000000.0,13.967390286872961,0.07730678191035979
AsiaOSM,zstd,0,16,20,64,3489621044,50118802,13346275328,58270000000.0,69.62698438003366,0.0599655038192867
AsiaOSM,zstd,0,16,20,64,3489621044,50118802,13346275328,58220000000.0,69.62698438003366,0.0600221749618649
AsiaOSM,zstd,0,16,20,64,3489621044,50118802,13346275328,58170000000.0,69.62698438003366,0.0600718079879879
AsiaOSM,bitcomp,0,17,20,64,3489621044,100278608,7428112384,551220000000.0,34.79925692626288,0.0064079678952693
AsiaOSM,bitcomp,0,17,20,64,3489621044,100278608,7423918080,551240000000.0,34.79925692626288,0.006407679885625701
AsiaOSM,bitcomp,0,17,20,64,3489621044,100278608,3932160000,551490000000.0,34.79925692626288,0.006404832214117
AsiaOSM,cascaded,0,17,20,64,3489621044,120610064,7421820928,235180000000.0,28.933083428261842,0.0149153600856661
AsiaOSM,cascaded,0,17,20,64,3489621044,120610064,7421820928,235350000000.0,28.933083428261842,0.0149047037288545
AsiaOSM,cascaded,0,17,20,64,3489621044,120610064,3930062848,235310000000.0,28.933083428261842,0.0149071680232881
AsiaOSM,deflate,0,17,20,64,3489621044,257623078,31021072384,42820000000.0,13.545452026623174,0.0815797135457395
AsiaOSM,deflate,0,17,20,64,3489621044,257623078,31021072384,42730000000.0,13.545452026623174,0.0817497269734739
AsiaOSM,deflate,0,17,20,64,3489621044,257623078,31021072384,42840000000.0,13.545452026623174,0.081539293013513
AsiaOSM,gdeflate,0,17,20,64,3489621044,288467008,30106714112,45650000000.0,12.097123578166693,0.0765263981521129
AsiaOSM,gdeflate,0,17,20,64,3489621044,288467008,30106714112,45910000000.0,12.097123578166693,0.076084419697523
AsiaOSM,gdeflate,0,17,20,64,3489621044,288467008,30106714112,46010000000.0,12.097123578166693,0.0759189762771129
AsiaOSM,lz4,0,17,20,64,3489621044,376080660,9179234304,50120000000.0,9.278916506900408,0.06970889423787589
AsiaOSM,lz4,0,17,20,64,3489621044,376080660,9179234304,50010000000.0,9.278916506900408,0.0698631377071142
AsiaOSM,lz4,0,17,20,64,3489621044,376080660,9179234304,50090000000.0,9.278916506900408,0.0697508482784032
AsiaOSM,snappy,0,17,20,64,3489621044,257053965,8004829184,43970000000.0,13.57544142141515,0.07945085078477851
AsiaOSM,snappy,0,17,20,64,3489621044,257053854,8004829184,43980000000.0,13.575447283509703,0.07943997126817691
AsiaOSM,snappy,0,17,20,64,3489621044,257054000,8004829184,43970000000.0,13.575439573008007,0.0794593270421027
AsiaOSM,zstd,0,17,20,64,3489621044,53954767,13346275328,56670000000.0,64.67678831788858,0.061654559560120004
AsiaOSM,zstd,0,17,20,64,3489621044,53954767,13346275328,56550000000.0,64.67678831788858,0.0617870401814579
AsiaOSM,zstd,0,17,20,64,3489621044,53954767,13346275328,56610000000.0,64.67678831788858,0.0617173113301396
AsiaOSM,bitcomp,0,18,20,64,3489621044,108635104,7428112384,549669999999.99994,32.122407173283506,0.006426880121231
AsiaOSM,bitcomp,0,18,20,64,3489621044,108635104,7428112384,549679999999.99994,32.122407173283506,0.0064268481731414
AsiaOSM,bitcomp,0,18,20,64,3489621044,108635104,3932160000,549570000000.00006,32.122407173283506,0.0064280641078948006
AsiaOSM,cascaded,0,18,20,64,3489621044,128043712,3930062848,232880000000.0,27.253357384703126,0.0150624963268637
AsiaOSM,cascaded,0,18,20,64,3489621044,128043712,7421820928,232800000000.0,27.253357384703126,0.015067744396626899
AsiaOSM,cascaded,0,18,20,64,3489621044,128043712,7419723776,232870000000.0,27.253357384703126,0.015062976025044899
AsiaOSM,deflate,0,18,20,64,3489621044,273862083,31021072384,41190000000.0,12.742256999483933,0.084803555637598
AsiaOSM,deflate,0,18,20,64,3489621044,273862083,31021072384,41190000000.0,12.742256999483933,0.08480710330605501
AsiaOSM,deflate,0,18,20,64,3489621044,273862083,31021072384,41180000000.0,12.742256999483933,0.0848355838358401
AsiaOSM,gdeflate,0,18,20,64,3489621044,304394628,30106714112,43880000000.0,11.464134787556107,0.0796118090003728
AsiaOSM,gdeflate,0,18,20,64,3489621044,304394628,30106714112,43920000000.0,11.464134787556107,0.0795419237464666
AsiaOSM,gdeflate,0,18,20,64,3489621044,304394628,30106714112,44030000000.0,11.464134787556107,0.0793382418006658
AsiaOSM,lz4,0,18,20,64,3489621044,399581535,9179234304,47870000000.0,8.733188944779442,0.0729708823412656
AsiaOSM,lz4,0,18,20,64,3489621044,399581535,9179234304,48000000000.0,8.733188944779442,0.07278121559321869
AsiaOSM,lz4,0,18,20,64,3489621044,399581535,9179234304,47110000000.0,8.733188944779442,0.0741524466723203
AsiaOSM,snappy,0,18,20,64,3489621044,265447746,8004829184,42690000000.0,13.146169431026173,0.0818289293944835
AsiaOSM,snappy,0,18,20,64,3489621044,265447697,8004829184,42700000000.0,13.14617185772759,0.08179919764399521
AsiaOSM,snappy,0,18,20,64,3489621044,265447754,8004829184,42670000000.0,13.146169034830109,0.0818558077514171
AsiaOSM,zstd,0,18,20,64,3489621044,58388887,13346275328,54840000000.0,59.76515777736952,0.0637164807766675
AsiaOSM,zstd,0,18,20,64,3489621044,58388887,13346275328,54800000000.0,59.76515777736952,0.0637620168179273
AsiaOSM,zstd,0,18,20,64,3489621044,58388887,13346275328,54710000000.0,59.76515777736952,0.06385785727202879
AsiaOSM,bitcomp,0,19,20,64,3489621044,117248936,7428112384,548860000000.0,29.762496471609772,0.0064353921189904
AsiaOSM,bitcomp,0,19,20,64,3489621044,117248936,7423918080,548480000000.0,29.762496471609772,0.0064398400560021
AsiaOSM,bitcomp,0,19,20,64,3489621044,117248936,7423918080,548340000000.00006,29.762496471609772,0.0064414398446679
AsiaOSM,cascaded,0,19,20,64,3489621044,134460256,3930062848,230800000000.0,25.952806783292157,0.0151983998790383
AsiaOSM,cascaded,0,19,20,64,3489621044,134460256,3930062848,230810000000.0,25.952806783292157,0.015197951652109598
AsiaOSM,cascaded,0,19,20,64,3489621044,134460256,7421820928,230770000000.0,25.952806783292157,0.015200576163828299
AsiaOSM,deflate,0,19,20,64,3489621044,288763283,31021072384,39570000000.0,12.084711767181286,0.0882690866813062
AsiaOSM,deflate,0,19,20,64,3489621044,288763283,31021072384,39580000000.0,12.084711767181286,0.0882471063956617
AsiaOSM,deflate,0,19,20,64,3489621044,288763283,31021072384,39640000000.0,12.084711767181286,0.0881134394034742
AsiaOSM,gdeflate,0,19,20,64,3489621044,319016172,30106714112,42360000000.0,10.938696374301676,0.0824593904763459
AsiaOSM,gdeflate,0,19,20,64,3489621044,319016172,30106714112,42190000000.0,10.938696374301676,0.0827931230813264
AsiaOSM,gdeflate,0,19,20,64,3489621044,319016172,30106714112,42440000000.0,10.938696374301676,0.08230198080837721
AsiaOSM,lz4,0,19,20,64,3489621044,423458277,9179234304,46140000000.0,8.240767115764749,0.07570547031611191
AsiaOSM,lz4,0,19,20,64,3489621044,423458277,9179234304,45960000000.0,8.240767115764749,0.0760057632848619
AsiaOSM,lz4,0,19,20,64,3489621044,423458277,9179234304,45670000000.0,8.240767115764749,0.0764947540685533
AsiaOSM,snappy,0,19,20,64,3489621044,273097622,8004829184,41520000000.0,12.777925411595126,0.0841163227558135
AsiaOSM,snappy,0,19,20,64,3489621044,273097634,8004829184,41540000000.0,12.777924850128874,0.08408540844917291
AsiaOSM,snappy,0,19,20,64,3489621044,273097658,8004829184,41530000000.0,12.777923727196518,0.08409881329536431
AsiaOSM,zstd,0,19,20,64,3489621044,62242557,13346275328,53130000000.0,56.064872848973735,0.0657544966265558
AsiaOSM,zstd,0,19,20,64,3489621044,62242557,13346275328,53060000000.0,56.064872848973735,0.0658489637896417
AsiaOSM,zstd,0,19,20,64,3489621044,62242557,13346275328,53100000000.0,56.064872848973735,0.065799967817962
Hugebubbles,Full,0,0,5,64,5348897756,5348897756,5867831296,3415409954.9819226,1.0,1.566107093
Hugebubbles,Full,0,0,5,64,5348897756,5348897756,5867831296,3109911965.4130807,1.0,1.719951502
Hugebubbles,Full,0,0,5,64,5348897756,5348897756,5867831296,3420172494.6744165,1.0,1.563926312
Hugebubbles,Basic,0,0,5,64,5348897756,5683203936,12899581952,1964424238.248633,0.9411764589543669,2.7228832
Hugebubbles,Basic,0,0,5,64,5348897756,5683203936,12899581952,2278414135.5191193,0.9411764589543669,2.3476407
Hugebubbles,Basic,0,0,5,64,5348897756,5683203936,12899581952,2506185817.762652,0.9411764589543669,2.1342782
Hugebubbles,List,0,0,5,64,5348897756,745267184,13407092736,5607028528.360114,7.177154543812572,0.9539630000000001
Hugebubbles,List,0,0,5,64,5348897756,745267184,13407092736,5615762732.061474,7.177154543812572,0.9524793
Hugebubbles,List,0,0,5,64,5348897756,745267184,13407092736,5548451705.504669,7.177154543812572,0.9640343
Hugebubbles,TreeLowOffset,0,0,5,64,5348897756,743852780,17733517312,3569327457.5212555,7.190801593831511,1.498573
Hugebubbles,TreeLowOffset,0,0,5,64,5348897756,743852780,17733517312,3538477966.2855787,7.190801593831511,1.511638
Hugebubbles,TreeLowOffset,0,0,5,64,5348897756,743852780,17733517312,3615620099.1492414,7.190801593831511,1.479386
Hugebubbles,Full,0,1,5,64,5348897756,5348897756,5867831296,3459957726.322391,1.0,1.545943095
Hugebubbles,Full,0,1,5,64,5348897756,5348897756,5867831296,2673591756.5659456,1.0,2.0006411760000002
Hugebubbles,Full,0,1,5,64,5348897756,5348897756,5867831296,3467340270.5124865,1.0,1.5426515250000001
Hugebubbles,Basic,0,1,5,64,5348897756,443883428,12899581952,18978622594.58392,12.050230800686707,0.28183803799999996
Hugebubbles,Basic,0,1,5,64,5348897756,443883428,12899581952,19188642468.463818,12.050230800686707,0.278753318
Hugebubbles,Basic,0,1,5,64,5348897756,443883428,12899581952,19482083818.16689,12.050230800686707,0.274554704
Hugebubbles,List,0,1,5,64,5348897756,121594224,13407092736,62355106775.68974,43.98973553217462,0.08578123
Hugebubbles,List,0,1,5,64,5348897756,121594224,13407092736,58634192444.62778,43.98973553217462,0.09122489
Hugebubbles,List,0,1,5,64,5348897756,121594224,13407092736,72759376198.7792,43.98973553217462,0.073514893
Hugebubbles,TreeLowOffset,0,1,5,64,5348897756,97773332,17733517312,56061100074.17311,54.70712357435052,0.09541193
Hugebubbles,TreeLowOffset,0,1,5,64,5348897756,97773332,17733517312,73866692941.9295,54.70712357435052,0.07241285
Hugebubbles,TreeLowOffset,0,1,5,64,5348897756,97773332,17733517312,73458845519.09645,54.70712357435052,0.07281489
Hugebubbles,Full,0,2,5,64,5348897756,5348897756,5867831296,3511708402.407471,1.0,1.5231611349999998
Hugebubbles,Full,0,2,5,64,5348897756,5348897756,5867831296,2720650651.7729325,1.0,1.966036232
Hugebubbles,Full,0,2,5,64,5348897756,5348897756,5867831296,3459698145.417647,1.0,1.546059087
Hugebubbles,Basic,0,2,5,64,5348897756,434484332,12899581952,19918862046.02001,12.310910571569242,0.268534304
Hugebubbles,Basic,0,2,5,64,5348897756,434484332,12899581952,19332860492.66983,12.310910571569242,0.27667389200000003
Hugebubbles,Basic,0,2,5,64,5348897756,434484332,12899581952,19935234466.281307,12.310910571569242,0.268313762
Hugebubbles,List,0,2,5,64,5348897756,117963956,13407092736,67393420207.6198,45.343492515629094,0.079368249
Hugebubbles,List,0,2,5,64,5348897756,117963956,13407092736,69612408762.92389,45.343492515629094,0.07683828000000001
Hugebubbles,List,0,2,5,64,5348897756,117963956,13407092736,75603488659.56381,45.343492515629094,0.070749351
Hugebubbles,TreeLowOffset,0,2,5,64,5348897756,94478108,17733517312,70558933414.52141,56.61520821310266,0.07580752
