0.0374339,0.0120147,1.6641e-05,18816,636,0.037432,0.0120236,1.7483e-05,18816,636,0.0,0.0,0.373937,4898947364,0,0.0374919,0.012232,1.6551e-05,18816,636,0.0,0.0,0.399451,4898947364,0,0.0,0.0,0.375263,4898947364,0,0.0,0.0,0.378555,4898947364,0,0.0374788,0.0119713,1.6351e-05,18816,636,0.0374412,0.0119461,1.576e-05,18816,636,0.0,0.0,0.386941,4898947364,0,0.0549489,0.00360722,2.2151e-05,9600,932
0.0568428,0.0039304,1.8424e-05,9600,932
0.0548156,0.00373291,1.8054e-05,9600,932
0.0376877,0.000749281,1.564e-05,9600,940,0.0376219,0.000743414,1.6471e-05,9600,940,0.0375855,0.000756349,1.5869e-05,9600,940,0.0377542,0.000746164,1.5759e-05,9600,940,0.0548966,0.00364743,3.8342e-05,9600,932
0.0570317,0.00375228,1.8735e-05,9600,932
0.0378474,0.000753163,1.611e-05,9600,940,0.080821,0.00410824,1.8504e-05,9600,932
0.0801275,0.00380801,2.3083e-05,9600,932
0.0800259,0.00390129,2.3243e-05,9600,932
0.0799664,0.00398086,2.2633e-05,9600,932
0.0811055,0.00390689,1.7694e-05,9600,932
0.0388037,0.0166377,0.000392489,18816,620,0.0388457,0.0160258,0.00038494,18816,620,0.0,0.0,0.379374,4898947364,0,0.0,0.0,0.374252,4898947364,0,0.0,0.0,0.373248,4898947364,0,0.0,0.0,0.374385,4898947364,0,0.0387276,0.0162707,0.000359094,18816,620,0.0388175,0.0162871,0.000375245,18816,620,0.0,0.0,0.376188,4898947364,0,0.0422036,0.016253,0.00037817,18816,620,0.0568174,0.00382362,1.7944e-05,9600,912
0.0375894,0.000725045,1.608e-05,9600,924,0.0375794,0.00072455,1.601e-05,9600,924,0.0549946,0.0035371,1.8414e-05,9600,912
0.0375802,0.000723345,1.5549e-05,9600,924,0.0376403,0.000720221,1.5899e-05,9600,924,0.0558584,0.00384896,1.8265e-05,9600,912
0.0567814,0.0040141,1.8345e-05,9600,912
0.0377602,0.000721801,1.613e-05,9600,924,0.0548444,0.00369949,1.8004e-05,9600,912
0.0799545,0.00398045,2.3594e-05,9600,912
0.080176,0.00373955,2.3193e-05,9600,912
0.0810974,0.00391603,1.8214e-05,9600,912
0.0797569,0.00413452,1.8775e-05,9600,912
0.0823192,0.00581773,1.8715e-05,9600,912
