Full,6,2048,0.0,0.0,0.406447
Full,6,2048,0.0,0.0,0.406381
Full,6,2048,0.0,0.0,0.404257
Full,6,2048,0.0,0.0,0.405425
Full,6,2048,0.0,0.0,0.260539
Basic,6,2048,0.0362127,0.00589353,0.121737
Basic,6,2048,0.0362139,0.00587344,0.135543
Basic,6,2048,0.0362683,0.00590758,0.124589
Basic,6,2048,0.0362186,0.00591352,0.123047
Basic,6,2048,0.0362688,0.00574536,0.0792089
List,6,2048,0.0359182,0.00568519,0.0866039
List,6,2048,0.0359196,0.00566532,0.0877663
List,6,2048,0.0360074,0.0056493,0.0874383
List,6,2048,0.0359151,0.00565161,0.0851442
List,6,2048,0.0360155,0.00583278,0.0558532
TreeLowOffset,6,2048,0.039583,0.00572992,0.0860011
TreeLowOffset,6,2048,0.0395835,0.00561114,0.085554
TreeLowOffset,6,2048,0.0397097,0.00560546,0.0863378
TreeLowOffset,6,2048,0.0396119,0.00560339,0.086834
TreeLowOffset,6,2048,0.0407724,0.00579372,0.0548313
TreeLowRoot,6,2048,0.0494164,0.00737926,0.0858606
TreeLowRoot,6,2048,0.0494031,0.00739384,0.0933331
TreeLowRoot,6,2048,0.049447,0.0073804,0.0862392
TreeLowRoot,6,2048,0.049359,0.00738214,0.0855187
TreeLowRoot,6,2048,0.0504894,0.00825304,0.0578161
