Full,3,4096,0.0,0.0,0.409713
Full,3,4096,0.0,0.0,0.409565
Full,3,4096,0.0,0.0,0.407397
Full,3,4096,0.0,0.0,0.410989
Full,3,4096,0.0,0.0,0.414796
Basic,3,4096,0.0369246,0.00388705,0.0832413
Basic,3,4096,0.0369252,0.00390631,0.0829558
Basic,3,4096,0.0369357,0.00392063,0.0836997
Basic,3,4096,0.0369458,0.00389548,0.0833025
Basic,3,4096,0.0849123,0.0122547,0.083784
List,3,4096,0.0359169,0.00378463,0.056017
List,3,4096,0.0359085,0.0037825,0.0555788
List,3,4096,0.035927,0.00379524,0.0559574
List,3,4096,0.0359271,0.00378207,0.055899
List,3,4096,0.0870986,0.0665795,0.056964
TreeLowOffset,3,4096,0.0382617,0.00387738,0.0558104
TreeLowOffset,3,4096,0.0383305,0.00386708,0.0557906
TreeLowOffset,3,4096,0.0382409,0.00386695,0.0556962
TreeLowOffset,3,4096,0.0382162,0.00385849,0.055867
TreeLowOffset,3,4096,0.122128,0.155392,0.0564415
TreeLowRoot,3,4096,0.0442801,0.00525987,0.0566398
TreeLowRoot,3,4096,0.0444361,0.00523367,0.0562014
TreeLowRoot,3,4096,0.0445282,0.00523776,0.0562664
TreeLowRoot,3,4096,0.0444681,0.00544197,0.0557529
TreeLowRoot,3,4096,0.242581,0.155269,0.0566969
