Full,1,128,0.494858,0
Full,1,128,0.490509,0
Full,1,128,0.489713,0
Full,1,128,0.490906,0
Full,1,128,0.374261,0
Basic,1,128,0.0434147,1.23964
Basic,1,128,0.0403332,1.2362
Basic,1,128,0.0413132,1.23668
Basic,1,128,0.0413676,1.23931
Basic,1,128,0.0342734,1.0283
List,1,128,0.033115,0.331913
List,1,128,0.033141,0.329786
List,1,128,0.0331108,0.329578
List,1,128,0.0331134,0.330033
List,1,128,0.0331046,0.326182
TreeLowOffset,1,128,0.00445256,0.480447
TreeLowOffset,1,128,0.00440675,0.481015
TreeLowOffset,1,128,0.00442048,0.488874
TreeLowOffset,1,128,0.00441772,0.480942
TreeLowOffset,1,128,0.00295402,0.476592
TreeLowRoot,1,128,0.0315203,0.51493
TreeLowRoot,1,128,0.0314373,0.515889
TreeLowRoot,1,128,0.0317963,0.521711
TreeLowRoot,1,128,0.0314082,0.517283
TreeLowRoot,1,128,0.0318103,0.511938
