0.186735,0.164212,0.0232247,1018880,306139336
0.0377076,0.150624,0.0258937,1018880,306152416,0.0390275,0.225848,0.0244696,1018880,306152416,0.0925969,0.206281,0.0465626,1018880,306152416,
