0.0375929,0.0017,0.00022984,2516992,128328,0.078674,0.00431358,0.000268193,2516992,57768
0.0,0.0,0.373155,4898947364,0,0.0547406,0.00413762,0.000264064,2517376,57748
0.0375986,0.00176687,0.000230772,2516992,128328,0.0797307,0.00431674,0.000262612,2516992,57768
0.0,0.0,0.373513,4898947364,0,0.0555926,0.00415231,0.000276097,2517376,57748
0.0376008,0.00172562,0.000255147,2516992,128328,0.0795248,0.00434381,0.000266449,2516992,57768
0.0,0.0,0.374125,4898947364,0,0.0556832,0.00414197,0.000257421,2482688,55816
0.0375974,0.00171633,0.000229549,2516992,128328,0.0798136,0.00424056,0.000266309,2516992,57768
0.0,0.0,0.379797,4898947364,0,0.0555863,0.00413688,0.00025652,2482688,55816
0.0375946,0.00171608,0.000224841,2516992,128328,0.0795012,0.00426726,0.000259837,2516992,57768
0.0,0.0,0.378988,4898947364,0,0.0557526,0.00414616,0.000259485,2482688,55816
