0.0,0.0,0.374554,4898947364,0,0.0558744,0.00277275,1.7733e-05,0,32
0.0376518,0.000697605,1.4558e-05,0,32,0.0787893,0.0033204,1.7183e-05,0,32
0.0568326,0.00278678,1.8124e-05,0,32
0.0376255,0.000694103,1.5299e-05,0,32,0.0,0.0,0.377168,4898947364,0,0.0797516,0.00331013,1.7934e-05,0,32
0.0376222,0.000693753,1.4677e-05,0,32,0.0567558,0.00278866,1.7553e-05,0,32
0.0,0.0,0.373815,4898947364,0,0.0811129,0.00335941,1.8185e-05,0,32
0.0376279,0.000695145,1.4567e-05,0,32,0.0560047,0.00280853,1.8725e-05,0,32
0.0,0.0,0.373114,4898947364,0,0.0795718,0.00330745,1.7773e-05,0,32
0.0376345,0.00074055,1.569e-05,0,32,0.0,0.0,0.368838,4898947364,0,0.0567828,0.00279818,1.7603e-05,0,32
0.0798674,0.00327604,1.8164e-05,0,32
