0.0375867,0.000695075,1.4607e-05,0,32,0.0555192,0.00279717,1.7933e-05,0,32
0.0,0.0,0.394184,4898947364,0,0.0781739,0.00328608,1.7543e-05,0,32
0.0375915,0.000693402,1.4387e-05,0,32,0.0555466,0.00278935,1.7303e-05,0,32
0.0,0.0,0.375972,4898947364,0,0.0782681,0.00320018,1.8986e-05,0,32
0.0375899,0.000691398,1.4397e-05,0,32,0.0554716,0.00278806,1.7613e-05,0,32
0.0,0.0,0.37334,4898947364,0,0.0788039,0.003224,1.7222e-05,0,32
0.0375906,0.000694303,1.4347e-05,0,32,0.0545746,0.00278001,1.7352e-05,0,32
0.0,0.0,0.386415,4898947364,0,0.0787103,0.00329702,1.7262e-05,0,32
0.0375938,0.00068747,3.9574e-05,0,32,0.055414,0.002792,1.8044e-05,0,32
0.0,0.0,0.377845,4898947364,0,0.0794669,0.00325665,1.8073e-05,0,32
