List,0,128,0.0240371,0.0432422
Full,0,128,0.449107,0
TreeLowRoot,0,128,0.0232654,0.198501
TreeLowOffset,0,128,0.0234519,0.198554
List,0,128,0.0222915,0.0434646
Full,0,128,0.44802,0
TreeLowRoot,0,128,0.023141,0.198343
TreeLowOffset,0,128,0.0231302,0.19822
List,0,128,0.0229335,0.0431706
TreeLowRoot,0,128,0.0233239,0.199865
TreeLowOffset,0,128,0.0228798,0.197967
Full,0,128,0.449418,0
TreeLowRoot,0,128,0.0231321,0.198376
List,0,128,0.0220834,0.043258
Full,0,128,0.450804,0
TreeLowOffset,0,128,0.0230624,0.19822
List,0,128,0.0230176,0.043025
Full,0,128,0.450545,0
TreeLowRoot,0,128,0.0231166,0.198356
TreeLowOffset,0,128,0.0229248,0.197961
