0.0,0.0,0.377544,4898947364,0,0.0556964,0.00414917,0.000246961,2427008,51632
0.0377116,0.00171226,0.000232185,2427008,122180,0.0793434,0.00457808,0.000261139,2427008,51572
0.0,0.0,0.377367,4898947364,0,0.0550712,0.00413784,0.0002516,2427008,51632
0.0377153,0.00172513,0.000224561,2427008,122180,0.0789959,0.00443292,0.000241211,2427008,51572
0.0,0.0,0.373459,4898947364,0,0.0550734,0.00414745,0.000251359,2427008,51632
0.0376965,0.00171639,0.000217047,2427008,122180,0.0796925,0.00457491,0.000254226,2427008,51572
0.0,0.0,0.374403,4898947364,0,0.0549702,0.00414082,0.000248094,2427008,51632
0.0377024,0.00173218,0.000251672,2427008,122180,0.0793573,0.00457558,0.000245901,2427008,51572
0.0,0.0,0.371951,4898947364,0,0.0376969,0.00171016,0.000247114,2427008,122180,0.0563377,0.0042042,0.000249886,2427008,51632
0.0797003,0.00457262,0.000245981,2427008,51572
