List,4,128,0.0376004,0.000741087,1.5599e-05
TreeLowRoot,4,128,0.0813593,0.00335583,1.8895e-05
Full,4,128,0.0,0.0,0.381668
TreeLowOffset,4,128,0.0565283,0.00287298,1.7843e-05
List,4,128,0.037598,0.000720819,1.568e-05
TreeLowRoot,4,128,0.0799466,0.00341652,2.3464e-05
Full,4,128,0.0,0.0,0.375205
TreeLowOffset,4,128,0.0568827,0.00288607,2.3034e-05
List,4,128,0.0375977,0.000729905,1.5749e-05
TreeLowRoot,4,128,0.0794539,0.00340974,2.1931e-05
Full,4,128,0.0,0.0,0.376122
TreeLowOffset,4,128,0.0566693,0.0028681,2.4215e-05
List,4,128,0.0376091,0.000727932,1.5229e-05
TreeLowRoot,4,128,0.0803824,0.0033991,1.7954e-05
Full,4,128,0.0,0.0,0.377472
TreeLowOffset,4,128,0.0568957,0.00286947,1.8765e-05
List,4,128,0.0375999,0.000724395,1.5188e-05
TreeLowRoot,4,128,0.0935321,0.00359227,2.3905e-05
Full,4,128,0.0,0.0,0.374615
TreeLowOffset,4,128,0.0558331,0.0028599,1.8174e-05
