0.0,0.0,0.376085,4898947364,0,0.0,0.0,0.377932,4898947364,0,0.0,0.0,0.38333,4898947364,0,0.0374301,0.0119093,1.4116e-05,0,48,0.0374702,0.0121159,1.4877e-05,0,48,0.0400233,0.0119288,1.5048e-05,0,48,0.0440689,0.0118275,1.5158e-05,0,48,0.0,0.0,0.375803,4898947364,0,0.0375147,0.0119113,1.4468e-05,0,48,0.0,0.0,0.377732,4898947364,0,0.0375849,0.000659034,1.586e-05,0,48,0.0561148,0.00395972,2.2782e-05,0,52
0.0375857,0.00066517,1.6271e-05,0,48,0.0375855,0.000663352,1.5399e-05,0,48,0.0572511,0.00400567,2.2712e-05,0,52
0.0563579,0.00369617,2.2211e-05,0,52
0.0553128,0.00370589,2.3795e-05,0,52
0.0375862,0.00065564,1.5288e-05,0,48,0.0554003,0.00359529,2.2362e-05,0,52
0.037684,0.000660398,1.5529e-05,0,48,0.0807221,0.00366463,2.2562e-05,0,52
0.0808737,0.00347654,2.2623e-05,0,52
0.0805963,0.00380149,2.2913e-05,0,52
0.0808633,0.00349082,2.2803e-05,0,52
0.0816877,0.00381725,2.2893e-05,0,52
0.038825,0.016526,0.000371067,0,32,0.0,0.0,0.393495,4898947364,0,0.0,0.0,0.378675,4898947364,0,0.0386704,0.0163207,0.000374854,0,32,0.0388055,0.0164812,0.000413024,0,32,0.0388716,0.0168935,0.000390904,0,32,0.0,0.0,0.37587,4898947364,0,0.0386952,0.0172092,0.000369757,0,32,0.0,0.0,0.39524,4898947364,0,0.0,0.0,0.375514,4898947364,0,0.0558238,0.00317336,2.2542e-05,0,32
0.0376493,0.000648881,1.5419e-05,0,32,0.0376081,0.000643469,1.4537e-05,0,32,0.0553553,0.00364658,1.7763e-05,0,32
0.0571527,0.00405321,1.7583e-05,0,32
0.0376071,0.000646335,1.4657e-05,0,32,0.0546226,0.00333885,2.2433e-05,0,32
0.0553532,0.00366557,1.7793e-05,0,32
0.0375965,0.000647929,1.4537e-05,0,32,0.0378084,0.000656153,1.578e-05,0,32,0.0816376,0.00379299,2.2482e-05,0,32
0.0819314,0.0035163,2.2963e-05,0,32
0.086568,0.00453463,1.7804e-05,0,32
0.0795223,0.00382316,2.2332e-05,0,32
0.0820658,0.00336448,1.7933e-05,0,32
