Full,7,512,0.31974,0
Full,7,512,0.3179,0
Full,7,512,0.242091,0
Full,7,512,0.319473,0
Full,7,512,0.318547,0
Basic,7,512,0.0129727,1.11747
Basic,7,512,0.0122022,1.12474
Basic,7,512,0.0122869,1.13319
Basic,7,512,0.00810866,0.930041
Basic,7,512,0.0129402,1.1183
List,7,512,0.0223015,0.262026
List,7,512,0.0202688,0.261836
List,7,512,0.0112011,0.266992
List,7,512,0.0170121,0.230409
List,7,512,0.0212881,0.26321
TreeLowOffset,7,512,0.0118254,1.02994
TreeLowOffset,7,512,0.0118771,1.03081
TreeLowOffset,7,512,0.011889,1.0321
TreeLowOffset,7,512,0.00747266,1.00553
TreeLowOffset,7,512,0.0120901,1.0294
TreeLowRoot,7,512,0.0119016,1.03055
TreeLowRoot,7,512,0.011869,1.03023
TreeLowRoot,7,512,0.0119131,1.03412
TreeLowRoot,7,512,0.00745784,1.00532
TreeLowRoot,7,512,0.0119719,1.02927
