Full,2,4096,3489621336,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Full,2,4096,3489621336,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Full,2,4096,3489621336,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Full,2,4096,3489621336,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Full,2,4096,3489621336,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Basic,2,4096,641978368,626964,32,626932,0,0,0,0,0,0,0,0,0,0,0
Basic,2,4096,641978368,626964,32,626932,0,0,0,0,0,0,0,0,0,0,0
Basic,2,4096,641978368,626964,32,626932,0,0,0,0,0,0,0,0,0,0,0
Basic,2,4096,641978368,626964,32,626932,0,0,0,0,0,0,0,0,0,0,0
Basic,2,4096,641978368,626964,32,626932,0,0,0,0,0,0,0,0,0,0,0
List,2,4096,588709888,679008,32,574912,24,97328,5368,1344,0,0,0,0,0,0,0
List,2,4096,588709888,679008,32,574912,24,97328,5368,1344,0,0,0,0,0,0,0
List,2,4096,588709888,679008,32,574912,24,97328,5368,1344,0,0,0,0,0,0,0
List,2,4096,588709888,679008,32,574912,24,97328,5368,1344,0,0,0,0,0,0,0
List,2,4096,588709888,679008,32,574912,24,97328,5368,1344,0,0,0,0,0,0,0
TreeLowOffset,2,4096,588709888,306080,32,202336,24,96976,5368,1344,0,0,0,0,0,0,0
TreeLowOffset,2,4096,588709888,306080,32,202336,24,96976,5368,1344,0,0,0,0,0,0,0
TreeLowOffset,2,4096,588709888,306080,32,202336,24,96976,5368,1344,0,0,0,0,0,0,0
TreeLowOffset,2,4096,588709888,306080,32,202336,24,96976,5368,1344,0,0,0,0,0,0,0
TreeLowOffset,2,4096,588709888,306080,32,202336,24,96976,5368,1344,0,0,0,0,0,0,0
TreeLowRoot,2,4096,588709888,305920,32,202176,24,96976,5368,1344,0,0,0,0,0,0,0
TreeLowRoot,2,4096,588709888,305920,32,202176,24,96976,5368,1344,0,0,0,0,0,0,0
TreeLowRoot,2,4096,588709888,305920,32,202176,24,96976,5368,1344,0,0,0,0,0,0,0
TreeLowRoot,2,4096,588709888,305920,32,202176,24,96976,5368,1344,0,0,0,0,0,0,0
TreeLowRoot,2,4096,588709888,305920,32,202176,24,96976,5368,1344,0,0,0,0,0,0,0
