Full,6,2048,0.310083,0
Full,6,2048,0.30718,0
Full,6,2048,0.307055,0
Full,6,2048,0.301464,0
Full,6,2048,0.304763,0
Basic,6,2048,0.0171044,1.40226
Basic,6,2048,0.0169824,1.39697
Basic,6,2048,0.0168701,1.39308
Basic,6,2048,0.0168913,1.92364
Basic,6,2048,0.0170482,1.93596
List,6,2048,0.0167065,0.348534
List,6,2048,0.015758,0.347852
List,6,2048,0.0157953,0.348123
List,6,2048,0.015387,0.894914
List,6,2048,0.0154501,0.901259
TreeLowOffset,6,2048,0.0160483,1.3596
TreeLowOffset,6,2048,0.0161078,1.36118
TreeLowOffset,6,2048,0.0160226,1.3579
TreeLowOffset,6,2048,0.016048,1.79514
TreeLowOffset,6,2048,0.0169507,1.79924
TreeLowRoot,6,2048,0.0161721,1.3595
TreeLowRoot,6,2048,0.0159857,1.3627
TreeLowRoot,6,2048,0.0159235,1.35646
TreeLowRoot,6,2048,0.0159506,1.79521
TreeLowRoot,6,2048,0.0163232,1.79924
