Full,6,512,0.319818,0
Full,6,512,0.318203,0
Full,6,512,0.24216,0
Full,6,512,0.31946,0
Full,6,512,0.318541,0
Basic,6,512,0.0170052,1.06038
Basic,6,512,0.0169029,1.06362
Basic,6,512,0.0155214,1.06893
Basic,6,512,0.0109264,0.879154
Basic,6,512,0.0162322,1.05676
List,6,512,0.0243238,0.231934
List,6,512,0.0233257,0.230143
List,6,512,0.0223508,0.235261
List,6,512,0.019573,0.202534
List,6,512,0.0233851,0.231416
TreeLowOffset,6,512,0.0134247,0.974273
TreeLowOffset,6,512,0.0134584,0.974515
TreeLowOffset,6,512,0.0134493,0.976161
TreeLowOffset,6,512,0.00848301,0.953932
TreeLowOffset,6,512,0.0137949,0.973263
TreeLowRoot,6,512,0.0134376,0.973612
TreeLowRoot,6,512,0.0136326,0.974228
TreeLowRoot,6,512,0.0134697,0.975235
TreeLowRoot,6,512,0.0085112,0.953605
TreeLowRoot,6,512,0.013644,0.975093
