Full,0,2048,0.0,0.0,0.26599
Full,0,2048,0.0,0.0,0.267245
Full,0,2048,0.0,0.0,0.26567
Full,0,2048,0.0,0.0,0.168854
Full,0,2048,0.0,0.0,0.267228
Basic,0,2048,0.0235054,0.0109807,0.267698
Basic,0,2048,0.0235176,0.010972,0.265458
Basic,0,2048,0.0235218,0.0109667,0.266304
Basic,0,2048,0.0235329,0.0109036,0.1767
Basic,0,2048,0.0235215,0.0109662,0.267089
List,0,2048,0.0247826,0.00822663,0.0365348
List,0,2048,0.0249007,0.00998878,0.0360813
List,0,2048,0.0248082,0.00824658,0.0364098
List,0,2048,0.025022,0.00850413,0.0233249
List,0,2048,0.0248849,0.00822864,0.0364445
TreeLowOffset,0,2048,0.0301774,0.0106819,0.0361987
TreeLowOffset,0,2048,0.0303603,0.0107292,0.0361767
TreeLowOffset,0,2048,0.0303742,0.010729,0.0362557
TreeLowOffset,0,2048,0.0304596,0.0109986,0.0233687
TreeLowOffset,0,2048,0.0304651,0.0106484,0.036511
TreeLowRoot,0,2048,0.0301621,0.0127356,0.0362125
TreeLowRoot,0,2048,0.0302455,0.0106848,0.0360825
TreeLowRoot,0,2048,0.0302181,0.010678,0.0363295
TreeLowRoot,0,2048,0.0304153,0.0109848,0.0234975
TreeLowRoot,0,2048,0.0301998,0.0107303,0.0365141
