Full,1,256,0.309728,0
Full,1,256,0.307764,0
Full,1,256,0.306653,0
Full,1,256,0.299617,0
Full,1,256,0.303289,0
Basic,1,256,0.0367853,0.729922
Basic,1,256,0.0346596,0.728207
Basic,1,256,0.0346511,0.729192
Basic,1,256,0.0282834,0.911234
Basic,1,256,0.0287149,0.916171
List,1,256,0.0430692,0.100816
List,1,256,0.0410402,0.100903
List,1,256,0.0420814,0.101011
List,1,256,0.0290115,0.326455
List,1,256,0.0299758,0.327333
TreeLowOffset,1,256,0.0187372,0.32901
TreeLowOffset,1,256,0.0187836,0.329546
TreeLowOffset,1,256,0.0187043,0.328521
TreeLowOffset,1,256,0.018789,0.620055
TreeLowOffset,1,256,0.0189801,0.621214
TreeLowRoot,1,256,0.0187783,0.329149
TreeLowRoot,1,256,0.0188128,0.329972
TreeLowRoot,1,256,0.0187153,0.328924
TreeLowRoot,1,256,0.0187249,0.620178
TreeLowRoot,1,256,0.0191158,0.62306
