Full,6,128,0.0,0.0,0.256968
Full,6,128,0.0,0.0,0.256582
Full,6,128,0.0,0.0,0.255431
Full,6,128,0.0,0.0,0.258833
Full,6,128,0.0,0.0,0.264605
Basic,6,128,0.0257955,0.0096042,0.0116701
Basic,6,128,0.0258369,0.00952647,0.0116307
Basic,6,128,0.0259017,0.00960875,0.011749
Basic,6,128,0.0581943,0.01706,0.0117825
Basic,6,128,0.0581024,0.017055,0.0120595
List,6,128,0.0260941,0.00912111,0.00900097
List,6,128,0.026123,0.00907861,0.00896873
List,6,128,0.0261862,0.00904607,0.00893065
List,6,128,0.0643676,0.0671165,0.00892362
List,6,128,0.0641784,0.0671096,0.00923947
TreeLowOffset,6,128,0.0416274,0.0113018,0.00874006
TreeLowOffset,6,128,0.041568,0.0113315,0.00878124
TreeLowOffset,6,128,0.0427495,0.0120556,0.00881486
TreeLowOffset,6,128,0.114848,0.157664,0.0087118
TreeLowOffset,6,128,0.118365,0.15771,0.00903323
TreeLowRoot,6,128,0.0686419,0.0113288,0.0087374
TreeLowRoot,6,128,0.0699481,0.0112843,0.00879029
TreeLowRoot,6,128,0.06977,0.0114051,0.00874562
TreeLowRoot,6,128,0.255354,0.156825,0.00869183
TreeLowRoot,6,128,0.259215,0.156815,0.00896742
